is_number,title,domain,standard_type,source_authority,source_type,verification_status,status,embedding_text,source_document,source_url,reviewed_in,amendment_count,certification_status,supersedes,superseded_by,metadata_rule
IS 12762:2020,Photovoltaic Devices - Part 3 Measurement Principles for Terrestrial Photovoltaic Solar Devices with Reference Spectral Irradiance Data,Renewable Energy / Solar PV,Test Method,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 12762:2020 | Photovoltaic Devices - Part 3 Measurement Principles for Terrestrial Photovoltaic Solar Devices with Reference Spectral Irradiance Data | Renewable Energy / Solar PV | Test Method,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14733,Photovoltaic PV arrays - Design requirements,Renewable Energy / Solar PV,Design Standard,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 14733 | Photovoltaic PV arrays - Design requirements | Renewable Energy / Solar PV | Design Standard,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14742,Photovoltaic cells - Part 1 Measurement of light-induced degradation of crystalline silicon photovoltaic cells,Renewable Energy / Solar PV,Test Method,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 14742 | Photovoltaic cells - Part 1 Measurement of light-induced degradation of crystalline silicon photovoltaic cells | Renewable Energy / Solar PV | Test Method,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14747,Terrestrial photovoltaic PV systems - Guidelines for effective quality assurance in PV systems installation operation and maintenance,Renewable Energy / Solar PV,Guideline,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 14747 | Terrestrial photovoltaic PV systems - Guidelines for effective quality assurance in PV systems installation operation and maintenance | Renewable Energy / Solar PV | Guideline,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14749,Photovoltaic PV modules through the life cycle - Environmental health and safety risk assessment - General principles and nomenclature,Renewable Energy / Solar PV,Guideline,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 14749 | Photovoltaic PV modules through the life cycle - Environmental health and safety risk assessment - General principles and nomenclature | Renewable Energy / Solar PV | Guideline,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14750,Primary optics for concentrator photovoltaic systems,Renewable Energy / Solar PV,Product/Design Standard,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 14750 | Primary optics for concentrator photovoltaic systems | Renewable Energy / Solar PV | Product/Design Standard,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14751,Concentrator photovoltaic CPV modules - Thermal cycling test to differentiate increased thermal fatigue durability,Renewable Energy / Solar PV,Test Method,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 14751 | Concentrator photovoltaic CPV modules - Thermal cycling test to differentiate increased thermal fatigue durability | Renewable Energy / Solar PV | Test Method,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14757,Photovoltaic PV modules - Type approval design and safety qualification - Retesting,Renewable Energy / Solar PV,Test Method,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 14757 | Photovoltaic PV modules - Type approval design and safety qualification - Retesting | Renewable Energy / Solar PV | Test Method,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14758,Photovoltaic concentrator cell documentation,Renewable Energy / Solar PV,Technical Standard,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 14758 | Photovoltaic concentrator cell documentation | Renewable Energy / Solar PV | Technical Standard,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14760,Measurement procedures for materials used in photovoltaic modules - Part 2 Polymeric materials - Frontsheets and backsheets,Renewable Energy / Solar PV,Test Method,BIS,BIS official standard detail / BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 14760 | Measurement procedures for materials used in photovoltaic modules - Part 2 Polymeric materials - Frontsheets and backsheets | Renewable Energy / Solar PV | Test Method,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14729,Photovoltaic devices - Part 1-2 Measurement of current-voltage characteristics of bifacial photovoltaic devices,Renewable Energy / Solar PV,Test Method,BIS,BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 14729 | Photovoltaic devices - Part 1-2 Measurement of current-voltage characteristics of bifacial photovoltaic devices | Renewable Energy / Solar PV | Test Method,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 14732,Photovoltaic PV systems - Characteristics of the utility interface,Renewable Energy / Solar PV,Technical Standard,BIS,BIS programme-of-work cross-reference,BIS-source identified; verify exact current record/version before production,Active/Current candidate,IS 14732 | Photovoltaic PV systems - Characteristics of the utility interface | Renewable Energy / Solar PV | Technical Standard,BIS Compendium on Renewable Energy Sources / Solar Energy,https://www.services.bis.gov.in/tmp/compendium_2025-06-02-05-20-13.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 12269:2013,Ordinary Portland Cement 53 Grade - Specification,Civil Engineering / Cement,Product Specification,BIS,BIS official source,BIS-source verified,Historical/Referenced Version,IS 12269:2013 | Ordinary Portland Cement 53 Grade - Specification | Civil Engineering / Cement | Product Specification,BIS official certification document,https://www.bis.gov.in/qazwsx/cmd/GS-STI_12269_27082014.pdf,,1.0,Mandatory Certification,IS 12269:1987,,Referenced historical version; current-version resolution to be handled separately.
